,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
963,Tahyna virus,Ovis aries,undocumented,Culicidae,vector-borne bite ,skin,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,
964,Tahyna virus,Ochlerotatus excrucians,no disease,Culicidae,vector-borne bite ,skin,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro;infection_cvterm=is_vector,,
965,Tahyna virus,Capreolus capreolus,undocumented,Culicidae,vector-borne bite ,skin,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,
966,Tahyna virus,Cervus elaphus,undocumented,Culicidae,vector-borne bite ,skin,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,
967,Tahyna virus,Dama dama,undocumented,Culicidae,vector-borne bite ,skin,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,URL:http://www.cambridge.org/catalogue/catalogue.asp?isbn=9780511254819&ss=fro,
968,Tahyna virus,Ursus arctos,undocumented,Culicidae,vector-borne bite ,skin,PMID:8258856,PMID:8258856,
969,Snowshoe hare virus,Ochlerotatus canadensis,no disease,,,,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf;infection_cvterm=is_vector,,
970,Snowshoe hare virus,Aedes cinereus,no disease,,,,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf;infection_cvterm=is_vector,,
971,Snowshoe hare virus,Ochlerotatus punctor,no disease,,,,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf;infection_cvterm=is_vector,,
972,Snowshoe hare virus,Ochlerotatus cataphylla,no disease,,,,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf;infection_cvterm=is_vector,,
973,Snowshoe hare virus,Rodentia,undocumented,Culicidae,vector-borne bite ,skin,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf,URL:http://www.uba.de/gesundheit-e/veranstaltungen/vector-borne-diseases/06_%20Hubalek.pdf,
974,Jamestown Canyon virus,Capra hircus,no disease,undocumented,undocumented,undocumented,PMID:7149110;infection_cvterm=is_amplifier_host,PMID:7149110,
975,Keystone virus,Culicidae,no disease,,,,PMID:7149110;infection_cvterm=is_vector,,
976,Keystone virus,Aedes albopictus,no disease,,,,URL:http://www.jstor.org/pss/3496495;infection_cvterm=is_vector,,
977,Keystone virus,Culex nigripalpus,no disease,,,,URL:http://www.jstor.org/pss/3496495;infection_cvterm=is_vector,,
978,Trivittatus virus,Ochlerotatus triseriatus,no disease,,,,URL:http://www.cdc.gov/ncidod/eid/vol7no4/pdfs/bernard.pdf;infection_cvterm=is_vector,,
979,Trivittatus virus,Ochlerotatus trivittatus,no disease,Ochlerotatus trivittatus,congenital,whole body,PMID:626271,PMID:626271,
980,Trivittatus virus,Tamias striatus,no disease,not curated,not curated ,not curated,PMID:5050096,PMID:5050096,
981,Trivittatus virus,Sylvilagus floridanus ,undocumented,Ochlerotatus trivittatus,vector-borne bite ,skin,PMID:1200251,PMID:1200251,
982,Trivittatus virus,Sciurus niger,undocumented,Ochlerotatus trivittatus,vector-borne bite ,skin,PMID:1200251,PMID:1200251,
983,Trivittatus virus,Didelphidae,undocumented,Ochlerotatus trivittatus,vector-borne bite ,skin,PMID:1200251,PMID:1200251,
984,Trivittatus virus,Procyon lotor,undocumented,Ochlerotatus trivittatus,vector-borne bite ,skin,PMID:1200251,PMID:1200251,
985,Chatanga virus,Ochlerotatus communis,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169743235;infection_cvterm=is_vector,,
986,Chatanga virus,Aedes,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169743190;infection_cvterm=is_vector,,
987,Chatanga virus,Ochlerotatus cataphylla,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169212654;infection_cvterm=is_vector,,
988,Chatanga virus,Aedes cinereus,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169743187;infection_cvterm=is_vector,,
989,Chatanga virus,Anopheles maculipennis,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169743198;infection_cvterm=is_vector,,
990,Chatanga virus,Ochlerotatus cantans,no disease,,,,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=169743195;infection_cvterm=is_vector,,
991,California encephalitis serogroup virus LEIV,Culicidae,no disease,,,,PMID:12408673;infection_cvterm=is_vector,,
992,California encephalitis serogroup virus LEIV,Homo sapiens,Central nervous system inflammatory diseases,Culicidae,vector-borne bite ,skin,PMID:12408673,PMID:12408673,
993,California encephalitis serogroup virus LEIV,Ochlerotatus cataphylla,no disease,,,,PMID:12408673;infection_cvterm=is_vector,,
994,California encephalitis serogroup virus LEIV,Ochlerotatus communis,no disease,,,,PMID:12408673;infection_cvterm=is_vector,,
996,California encephalitis serogroup virus LEIV,Mesocricetus auratus,undocumented,Culicidae,vector-borne bite ,skin,PMID:1382758;infection_cvterm=is_reservoir,PMID:1382758,
997,California encephalitis serogroup virus LEIV,Simiiformes,Central nervous system inflammatory diseases,Culicidae,vector-borne bite ,skin,PMID:1382758,PMID:1382758,
998,Jamestown Canyon-like virus,Aedes albopictus,no disease,,,,PMID:12322937;infection_cvterm=is_vector,,
999,Jamestown Canyon-like virus,Aedes albopictus,no disease,Aedes albopictus,congenital,whole body,PMID:12322937,PMID:12322937,
1001,La Crosse virus (isolate L74),Ochlerotatus triseriatus,no disease,,,,PMID:7086954;infection_cvterm=is_vector,,
1002,La Crosse virus (isolate L74),Cervidae,undocumented,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205,
1003,La Crosse virus (isolate L74),Homo sapiens,undocumented,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205,
1004,La Crosse virus (isolate L74),Tamias,undocumented,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205;infection_cvterm=is_host,URL:http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&id=1353205,
1006,Lumbo virus,Chlorocebus aethiops,no disease,not curated,not curated ,not curated,PMID:14034311,PMID:14034311,
1007,Jamestown Canyon virus,Ochlerotatus cataphylla,no disease,,,,PMID:7897347;infection_cvterm=is_vector,,
1009,Melao virus,Equus caballus,undocumented,undocumented,undocumented,undocumented,PMID:2880522,PMID:2880522,
1010,Melao virus,Simiiformes,undocumented,undocumented,undocumented,undocumented,URL:http://iah.iec.pa.gov.br/iah/fulltext/pc/monografias/iec/overview/overview02p18-31.pdf,URL:http://iah.iec.pa.gov.br/iah/fulltext/pc/monografias/iec/overview/overview02p18-31.pdf,
1011,Inkoo virus,Bos taurus,undocumented,undocumented,undocumented,undocumented,PMID:1207184,PMID:1207184,
1012,Inkoo virus,Rangifer tarandus,undocumented,undocumented,undocumented,undocumented,PMID:1207184,PMID:1207184,
1013,Inkoo virus,Vulpes vulpes,undocumented,undocumented,undocumented,undocumented,PMID:1207184,PMID:1207184,
1015,San Angelo virus,Anopheles pseudopunctipennis,no disease,,,,URL:http://books.google.com/books?id=hDxeXDisYKEC&pg=PA77&lpg=PA77&dq=La+Crosse+virus,,
1017,Inkoo virus,Rangifer tarandus,undocumented,undocumented,undocumented,undocumented,URL:http://books.google.com/books?id=hDxeXDisYKEC&pg=PA77&lpg=PA77&dq=La+Crosse+virus,,
1018,La Crosse virus ,Oryctolagus cuniculus,La Crosse encephalitis,undocumented,undocumented,undocumented,URL:http://books.google.com/books?id=hDxeXDisYKEC&pg=PA77&lpg=PA77&dq=La+Crosse+virus,,
1019,La Crosse virus ,Oryctolagus cuniculus,La Crosse encephalitis,Oryctolagus cuniculus,placental,whole body,URL:http://books.google.com/books?id=hDxeXDisYKEC&pg=PA77&lpg=PA77&dq=La+Crosse+virus,,
1020,San Angelo virus,Aedes albopictus,no disease,,,,PMID:7446826;infection_cvterm=is_vector,,
1021,San Angelo virus,Aedes albopictus,no disease,Aedes albopictus,congenital,whole body,PMID:7446826,PMID:7446826,
1023,Western equine encephalomyelitis virus,Culex tarsalis,no disease,,,,URL:http://www.wuvcd.org/disease/we_encephalitis.html;infection_cvterm=is_vector,,
1024,Western equine encephalomyelitis virus,Culicidae,no disease,,,,URL:http://www.wuvcd.org/disease/we_encephalitis.html;infection_cvterm=is_vector,,
1025,Western equine encephalomyelitis virus,Equus caballus,Western equine encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html;infection_cvterm=is_host,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1026,Western equine encephalomyelitis virus,Homo sapiens,Western equine encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html;URL:http://www.dhpe.org/infect/wee.html;infection_cvterm=is_host;symptom=sudden onset of fever;symptom=headache;symptom=nausea;symptom=vomiting;symptom=anorexia;symptom=malaise;symptom=weakness;symptom=drowsiness;symptom=irritability;symptom=confusion;symptom=coma;symptom=seizure,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1027,Western equine encephalomyelitis virus,Passerina,no disease,Culicidae,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1031,Western equine encephalomyelitis virus,Phasianidae,undocumented,Culicidae,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1032,Western equine encephalomyelitis virus,Passer domesticus,undocumented,Culicidae,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1033,Western equine encephalomyelitis virus,Sus scrofa,undocumented,undocumented,undocumented,undocumented,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1034,Western equine encephalomyelitis virus,Sciurus,undocumented,undocumented,undocumented,undocumented,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1035,Western equine encephalomyelitis virus,Microtus,undocumented,undocumented,undocumented,undocumented,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1036,Western equine encephalomyelitis virus,Mus musculus,undocumented,undocumented,undocumented,undocumented,PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1037,Western equine encephalomyelitis virus,Gallus gallus ,undocumented,undocumented,undocumented,undocumented,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1038,Western equine encephalomyelitis virus,Thamnophis,no disease,Culicidae,vector-borne bite,skin,PMID:17649511;PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,PMID:17649511;PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1039,Western equine encephalomyelitis virus,Rana pipiens,no disease,Culicidae,vector-borne bite,skin,PMID:17649511;PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,PMID:17649511;PMID:5530913;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm,
1040,Western equine encephalomyelitis virus,Culex ,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1041,Western equine encephalomyelitis virus,Aedes,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1042,Western equine encephalomyelitis virus,Anopheles,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1043,Western equine encephalomyelitis virus,Culiseta,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1044,Western equine encephalomyelitis virus,Psorophora,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1045,Western equine encephalomyelitis virus,Dermanyssus gallinae,no disease,,,,URL:http://www.jem.org/cgi/reprint/83/3/163.pdf;URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1046,Western equine encephalomyelitis virus,Triatoma,no disease,,,,URL:http://www.ictvdb.rothamsted.ac.uk/ICTVdB/00.073.0.01.027.htm;infection_cvterm=is_vector,,
1047,Western equine encephalomyelitis virus,Culiseta melanura,no disease,,,,PMID:23372;infection_cvterm=is_vector,,
1048,Western equine encephalomyelitis virus,Homo sapiens,Western equine encephalitis,Culex tarsalis,vector-borne bite,skin,URL:http://www.wuvcd.org/disease/we_encephalitis.html,URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1049,Western equine encephalomyelitis virus,Equus caballus,Western equine encephalomyelitis,Culex tarsalis,vector-borne bite,skin,PMID:4233828;URL:http://www.wuvcd.org/disease/we_encephalitis.html;symptom=incoordination;symptom=depression;symptom=ataxia;symptom=circling movement;symptom=facial tremor;symptom=hyperesthesia;symptom=disturbed vision,PMID:4233828;URL:http://www.wuvcd.org/disease/we_encephalitis.html,
1050,Western equine encephalomyelitis virus,Passer domesticus,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1051,Western equine encephalomyelitis virus,Cyanocitta cristata,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1052,Western equine encephalomyelitis virus,Picoides pubescens,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1053,Western equine encephalomyelitis virus,Anas platyrhynchos,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1054,Western equine encephalomyelitis virus,Turdus migratorius,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1055,Western equine encephalomyelitis virus,Icterus galbula ,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1056,Western equine encephalomyelitis virus,Toxostoma rufum,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1057,Western equine encephalomyelitis virus,Melospiza lincolnii,no disease,Culex tarsalis,vector-borne bite,skin,PMID:2810548;infection_cvterm=is_amplifier_host,PMID:2810548,
1059,Western equine encephalomyelitis virus,Ochlerotatus trivittatus,no disease,,,,PMID:15218927,,
1060,Western equine encephalomyelitis virus,Anopheles maculipennis,no disease,,,,PMID:18016250;infection_cvterm=is_vector,,
1062,Western equine encephalomyelitis virus,Culex pipiens,no disease,,,,PMID:18016250;infection_cvterm=is_vector,,
1064,Western equine encephalomyelitis virus,Triatoma sanguisuga,no disease,,,,PMID:18016250,,
1065,Western equine encephalomyelitis virus,Culex pipiens pallens,no disease,,,,PMID:18016250;infection_cvterm=is_vector,,
1066,Western equine encephalomyelitis virus,Armigeres obturbans,no disease,,,,PMID:18016250;infection_cvterm=is_vector,,
1067,Western equine encephalomyelitis virus,Galliformes,undocumented,Culicidae,vector-borne bite,skin,PMID:18016250,PMID:18016250,
1068,Western equine encephalomyelitis virus,Anseriformes,undocumented,Culicidae,vector-borne bite,skin,PMID:18016250,PMID:18016250,
1069,Western equine encephalomyelitis virus,Tympanuchus cupido,undocumented,Culicidae,vector-borne bite,skin,PMID:18016250;URL:http://www.pubmedcentral.nih.gov/picrender.fcgi?tool=pmcentrez&artid=2110501&blobtype=pdf,PMID:18016250;URL:http://www.pubmedcentral.nih.gov/picrender.fcgi?tool=pmcentrez&artid=2110501&blobtype=pdf,
1070,Western equine encephalomyelitis virus,Cervidae,undocumented,Culicidae,vector-borne bite,skin,PMID:18016250,PMID:18016250,
1071,Western equine encephalomyelitis virus,Sus scrofa,undocumented,Culicidae,vector-borne bite,skin,PMID:18016250,PMID:18016250,
1072,Western equine encephalomyelitis virus,Spermophilus richardsonii,Western equine encephalomyelitis,not curated,not curated,not curated,PMID:667706;PMID:5530913,PMID:667706;PMID:5530913,
1073,Western equine encephalomyelitis virus,Ondatra zibethicus,undocumented,undocumented,undocumented,undocumented,PMID:5530913,PMID:5530913,
1074,Western equine encephalomyelitis virus,Sus scrofa,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1075,Western equine encephalomyelitis virus,Bison bison,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1076,Western equine encephalomyelitis virus,Meleagris gallopavo,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1077,Western equine encephalomyelitis virus,Mephitidae,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1078,Western equine encephalomyelitis virus,Anas acuta,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1079,Western equine encephalomyelitis virus,Vulpes vulpes,undocumented,Culex tarsalis,vector-borne bite,skin,PMID:5530913,PMID:5530913,
1081,Western equine encephalomyelitis virus,Culiseta melanura,no disease,,,,PMID:13521075;infection_cvterm=is_vector,,
1083,Western equine encephalomyelitis virus,Culex pipiens x Culex quinquefasciatus,no disease,,,,PMID:13521075;infection_cvterm=is_vector,,
1084,Western equine encephalomyelitis virus,Gallus gallus ,no disease,Culex tarsalis,vector-borne bite,skin,PMID:18015747;URL:http://www.pubmedcentral.nih.gov/picrender.fcgi?tool=pmcentrez&artid=1531817&blobtype=pdf;infection_cvterm=is_reservoir,PMID:18015747;URL:http://www.pubmedcentral.nih.gov/picrender.fcgi?tool=pmcentrez&artid=1531817&blobtype=pdf,
1087,Western equine encephalomyelitis virus,Culex restuans,no disease,,,,PMID:17649476,,
1088,Western equine encephalomyelitis virus,Homo sapiens,Western equine encephalomyelitis,Culex restuans,vector-borne bite,skin,PMID:17649476,PMID:17649476,
1089,Western equine encephalomyelitis virus,Equus caballus,Western equine encephalomyelitis,Culex restuans,vector-borne bite,skin,PMID:17649476,PMID:17649476,
1091,Western equine encephalomyelitis virus,Gallus gallus ,undocumented,Dermanyssus gallinae,vector-borne bite,skin,URL:http://www.jem.org/cgi/reprint/83/3/163.pdf,URL:http://www.jem.org/cgi/reprint/83/3/163.pdf,
1092,West Nile virus ,Culicidae ,no disease,,,,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf;infection_cvterm=is_vector,,
1093,West Nile virus ,Homo sapiens,West Nile fever,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf;infection_cvterm=is_host;symptom=fever;symptom=headache;symptom=stiff neck;symptom=stupor;symptom=disorientation;symptom=coma;symptom=tremor;symptom=convulsion;symptom=muscle weakness;symptom=loss of vision;symptom=paralysis;symptom=body ache;symptom=nausea;symptom=vomiting;symptom=rash;symptom=enlargement of lymph nodes,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,
1094,West Nile virus ,Homo sapiens,West Nile fever,blood,vehicle-borne medical,blood ,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,
1096,West Nile virus ,Homo sapiens,West Nile fever,breast milk,vehicle-borne ingestion,gastrointestinal system,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,
1097,West Nile virus ,Homo sapiens,West Nile fever,Homo sapiens,congenital,whole body,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/WNV_factsheet.pdf,
1098,West Nile virus ,Aves,undocumented,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1099,West Nile virus ,Equus caballus,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm;URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/wnv-guidelines-apr-2001.pdf;URL:http://www.state.nj.us/agriculture/divisions/ah/diseases/westnile.html;symptom=anorexia;symptom=depression;symptom=ataxia;symptom=muscle twitching;symptom=paralysis;symptom=disturbed vision;symptom=head pressing;symptom=convulsion;symptom=circling movement;symptom=inability to swallow;symptom=drowsiness;symptom=listlessness,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1100,West Nile virus ,Homo sapiens,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1101,West Nile virus ,Homo sapiens,West Nile meningitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1102,West Nile virus ,Homo sapiens,West Nile meningoencephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1103,West Nile virus ,Culex,no disease,,,,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm;infection_cvterm=is_vector,URL:http://www.cdc.gov/ncidod/dvbid/westnile/qa/overview.htm,
1104,West Nile virus ,Culex pipiens,no disease,,,,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1105,West Nile virus ,Aedes vexans,no disease,,,,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1106,West Nile virus ,Corvus ,West Nile encephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1107,West Nile virus ,Phalacrocorax,West Nile meningoencephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1108,West Nile virus ,Phoenicopterus chilensis,West Nile meningoencephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1109,West Nile virus ,Phasianinae,West Nile meningoencephalitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1110,West Nile virus ,Aedes,no disease,,,,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1111,West Nile virus ,Anopheles,no disease,,,,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1112,West Nile virus ,Homo sapiens,West Nile encephalitis,Culex pipiens,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1113,West Nile virus ,Homo sapiens,West Nile encephalitis,Aedes vexans,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1114,West Nile virus ,Culex univittatus,no disease,,,,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1115,West Nile virus ,Homo sapiens,West Nile fever,Culex univittatus,vector-borne bite,skin,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4838a1.htm,,
1116,West Nile virus ,Homo sapiens,West Nile encephalitis,Culex,vector-borne bite,skin,PMID:11407341,PMID:11407341,
1117,West Nile virus ,Anser sp.,West Nile encephalitis,Culicidae,vector-borne bite,skin,PMID:10810985,PMID:10810985,
1118,West Nile virus ,Corvus brachyrhynchos,West Nile encephalitis,Culex pipiens,vector-borne bite,skin,PMID:10600741;PMID:15121956;infection_cvterm=is_amplifier_host,PMID:10600741;PMID:15121956,
1119,West Nile virus ,Corvus brachyrhynchos,West Nile encephalitis,Aedes vexans,vector-borne bite,skin,PMID:10600741,PMID:10600741,
1120,West Nile virus ,Accipiter cooperii,West Nile encephalitis,Culex pipiens,vector-borne bite,skin,PMID:10600741,PMID:10600741,
1121,West Nile virus ,Accipiter cooperii,West Nile encephalitis,Aedes vexans,vector-borne bite,skin,PMID:10600741,PMID:10600741,
1122,West Nile virus ,Corvus corone,West Nile encephalitis,Culex,vector-borne bite,skin,PMID:10600741,PMID:10600741,
1123,West Nile virus ,Columba livia,West Nile encephalitis,Culex,vector-borne bite,skin,PMID:10600741,PMID:10600741,
1124,West Nile virus ,Passer domesticus,West Nile encephalitis,Culex,vector-borne bite,skin,PMID:10600741;PMID:15121956;infection_cvterm=is_amplifier_host,PMID:10600741;PMID:15121956,
1125,West Nile virus ,Culex modestus,no disease,,,,PMID:9737281;infection_cvterm=is_vector,,
1126,West Nile virus ,Hyalomma asiaticum,no disease,,,,PMID:9737281;infection_cvterm=is_vector,,
1127,West Nile virus ,Homo sapiens,West Nile encephalitis,Culex modestus,vector-borne bite,skin,PMID:9737281,PMID:9737281,
1128,West Nile virus ,Equus caballus,West Nile meningitis,Culicidae,vector-borne bite,skin,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/wnv-guidelines-apr-2001.pdf;infection_cvterm=is_host,URL:http://www.cdc.gov/ncidod/dvbid/westnile/resources/wnv-guidelines-apr-2001.pdf,
1129,West Nile virus ,Homo sapiens,West Nile encephalitis,liver,vehicle-borne medical,liver,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm;symptom=respiratory abnormality;symptom=fever;symptom=altered mental status;symptom=coma;symptom=flaccid paralysis,URL:http://www.cdc.gov/mmwr/preview/mmwrhtml/mm54d1005a1.htm,
